"kanji","curPron","pos","nextPron","prevPron","curIndex","lastChar","onKun","oneChar","allKanji"
"さ","さ","expression","i","a","3","い","True","False","False"
"過","す","noun","g","START","0","ぎ","True","False","False"
"互","たが","noun","i","START","0","い","True","False","False"
"方","ほう","-fix","END","START","0","KANJI","True","True","True"
"る","る","verb","END","i","2","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"索","さく","noun","END","o","1","KANJI","False","False","True"
"い","い","adjective","END","a","2","い","True","False","False"
"卵","たまご","noun","END","START","0","KANJI","True","True","True"
"か","か","noun","END","a","2","か","True","False","False"
"進","しん","noun","k","START","0","KANJI","False","False","True"
"草","くさ","noun","END","START","0","KANJI","True","True","True"
"直","す","noun","g","u","2","ぐ","True","False","False"
"力","りょく","noun","END","o","1","KANJI","False","False","True"
"い","い","adjective","END","o","2","い","True","False","False"
"階","かい","noun","d","START","0","KANJI","False","False","True"
"す","す","verb","END","a","3","す","True","False","False"
"辞","じ","noun","t","START","0","KANJI","False","False","True"
"新","しん","noun","b","START","0","KANJI","False","False","True"
"強","づよ","adjective","i","a","1","い","True","False","False"
"産","さん","noun","END","u","1","KANJI","False","False","True"
"臍","へそ","noun","END","START","0","KANJI","True","True","True"
"新","しん","noun","k","START","0","KANJI","False","False","True"
"自","じ","noun","g","START","0","KANJI","False","False","True"
"る","る","verb","END","i","2","る","True","False","False"
"い","い","adjective","d","u","1","で","True","False","False"
"更","さら","adjective","n","START","0","に","True","False","False"
"お","お","noun","m","START","0","い","True","False","False"
"確","かく","noun","j","START","0","KANJI","False","False","True"
"入","い","noun","r","e","1","れ","True","False","False"
"乗","の","verb","r","START","0","る","True","False","False"
"し","し","noun","a","a","1","い","True","False","False"
"立","た","verb","c","START","0","る","True","False","False"
"い","い","adjective","END","i","3","い","True","False","False"
"鮮","せん","noun","END","n","1","KANJI","False","False","True"
"僚","りょう","noun","END","n","1","KANJI","False","False","True"
"進","しん","noun","END","n","1","KANJI","False","False","True"
"著","ちゃく","noun","END","START","0","KANJI","True","True","True"
"む","む","verb","END","o","1","む","True","False","False"
"縮","ちぢ","verb","r","START","0","る","True","False","False"
"取","と","noun","r","START","0","え","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"正","せい","noun","k","START","0","KANJI","False","False","True"
"て","て","conjunction","END","u","2","て","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"防","ぼう","noun","END","u","1","KANJI","False","False","True"
"分","ぶん","noun","END","i","1","KANJI","False","False","True"
"平","たい","noun","r","START","0","ら","True","False","False"
"諦","あきら","noun","m","START","0","め","True","False","False"
"組","く","verb","m","START","0","る","True","False","False"
"勤","きん","noun","END","n","1","KANJI","False","False","True"
"庫","こ","noun","END","u","2","KANJI","False","False","True"
"引","いん","noun","y","START","0","KANJI","False","False","True"
"学","がく","noun","s","u","1","KANJI","False","False","True"
"官","かん","noun","END","i","1","KANJI","False","False","True"
"村","そん","noun","END","u","1","KANJI","False","False","True"
"単","たん","noun","s","START","0","KANJI","False","False","True"
"夜","や","noun","END","n","1","KANJI","False","False","True"
"連","れん","noun","g","START","0","KANJI","False","False","True"
"問","もん","noun","END","i","1","KANJI","False","False","True"
"還","かん","noun","g","START","0","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"し","し","adjective","i","a","1","い","True","False","False"
"繊","せん","noun","END","a","1","KANJI","False","False","True"
"品","ひん","noun","END","START","0","KANJI","True","True","True"
"繋","つな","verb","g","START","0","る","True","False","False"
"真","ま","noun","x","START","0","KANJI","True","False","False"
"す","す","verb","r","START","0","う","True","False","False"
"保","たも","verb","t","START","0","つ","True","False","False"
"刀","かたな","noun","END","START","0","KANJI","True","True","True"
"未","み","noun","r","START","0","KANJI","False","False","True"
"る","る","verb","END","i","2","る","True","False","False"
"月","つき","noun","END","i","1","KANJI","False","False","True"
"納","なっ","noun","t","START","0","KANJI","False","False","True"
"意","い","noun","s","START","0","KANJI","False","False","True"
"魚","うお","noun","END","START","0","KANJI","True","True","True"
"報","ほう","noun","s","START","0","KANJI","False","False","True"
"上","あ","noun","g","i","1","り","True","False","False"
"集","しゅう","noun","END","u","1","KANJI","False","False","True"
"凡","ぼん","noun","END","i","1","KANJI","False","False","True"
"暇","ひま","noun","END","START","0","KANJI","True","True","True"
"体","からだ","noun","END","START","0","KANJI","True","True","True"
"用","よう","noun","g","START","0","KANJI","False","False","True"
"い","い","noun","END","a","3","い","True","False","False"
"寒","かん","noun","k","START","0","KANJI","False","False","True"
"口","くち","noun","END","u","1","KANJI","False","False","True"
"分","わ","verb","k","START","0","る","True","False","False"
"切","き","verb","r","i","2","る","True","False","False"
"褒","ほ","verb","m","START","0","る","True","False","False"
"在","ざい","noun","END","o","1","KANJI","False","False","True"
"高","たか","verb","m","START","0","る","True","False","False"
"晩","ばん","expression","h","n","1","は","True","False","False"
"痺","しび","verb","r","START","0","る","True","False","False"
"つ","つ","verb","END","u","1","つ","True","False","False"
"気","げ","noun","END","u","1","KANJI","False","False","True"
"け","け","verb","r","a","1","る","True","False","False"
"空","くう","noun","f","START","0","KANJI","False","False","True"
"曜","よう","noun","b","i","1","KANJI","False","False","True"
"出","で","noun","t","START","0","KANJI","False","False","True"
"つ","つ","verb","END","a","1","つ","True","False","False"
"つ","つ","verb","k","i","1","る","True","False","False"
"測","そく","noun","END","n","1","KANJI","False","False","True"
"い","い","adjective","END","a","4","い","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"も","も","expression","END","e","2","も","True","False","False"
"情","じょう","noun","n","START","0","KANJI","False","False","True"
"込","こ","verb","m","i","2","む","True","False","False"
"花","か","noun","b","START","0","KANJI","False","False","True"
"鳥","とり","noun","END","o","1","KANJI","False","False","True"
"誓","ちか","verb","u","START","0","う","True","False","False"
"ら","ら","verb","m","u","1","す","True","False","False"
"洋","よう","noun","f","START","0","KANJI","False","False","True"
"え","え","verb","r","a","2","る","True","False","False"
"候","こう","noun","END","i","1","KANJI","False","False","True"
"頼","たの","verb","m","START","0","む","True","False","False"
"人","ひと","expression","END","o","2","KANJI","True","False","False"
"く","く","-fix","END","u","1","く","True","False","False"
"れ","れ","verb","r","u","1","る","True","False","False"
"老","ろう","noun","j","START","0","KANJI","False","False","True"
"観","かん","noun","s","START","0","KANJI","False","False","True"
"消","しょう","noun","b","START","0","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"分","ぶん","noun","p","START","0","KANJI","False","False","True"
"調","ちょう","noun","END","u","1","KANJI","False","False","True"
"御","ご","noun","h","n","1","KANJI","False","False","True"
"滅","めつ","noun","END","n","1","KANJI","False","False","True"
"長","ちょう","noun","k","START","0","KANJI","False","False","True"
"科","か","noun","END","a","1","KANJI","False","False","True"
"校","こう","-fix","END","START","0","KANJI","True","True","True"
"や","や","noun","k","a","1","か","True","False","False"
"会","あ","noun","i","e","1","い","True","False","False"
"転","てん","noun","s","n","1","KANJI","False","False","True"
"舗","ほ","noun","s","START","0","KANJI","False","False","True"
"平","へい","noun","s","i","1","KANJI","False","False","True"
"立","だ","noun","c","a","1","ち","True","False","False"
"代","だい","noun","y","START","0","KANJI","False","False","True"
"気","き","noun","r","START","0","KANJI","False","False","True"
"迎","むか","noun","e","e","1","え","True","False","False"
"お","お","noun","m","START","0","KANJI","True","False","False"
"立","た","verb","t","START","0","る","True","False","False"
"背","はい","noun","k","START","0","KANJI","False","False","True"
"昆","こん","noun","c","START","0","KANJI","False","False","True"
"内","ない","noun","y","START","0","KANJI","False","False","True"
"細","こま","noun","y","START","0","か","True","False","False"
"改","かい","noun","t","START","0","KANJI","False","False","True"
"壇","だん","noun","END","a","1","KANJI","False","False","True"
"為","な","verb","s","START","0","す","True","False","False"
"体","たい","noun","END","i","1","KANJI","False","False","True"
"法","ぽう","noun","END","n","1","KANJI","False","False","True"
"歩","ほ","noun","END","o","1","KANJI","False","False","True"
"す","す","verb","END","a","1","す","True","False","False"
"至","し","conjunction","END","i","1","KANJI","False","False","True"
"吟","ぎん","noun","m","START","0","KANJI","False","False","True"
"ご","ご","adjective","t","u","1","と","True","False","False"
"深","ふか","adjective","i","u","1","い","True","False","False"
"遠","どお","adjective","s","i","2","い","True","False","False"
"飯","はん","noun","END","u","1","KANJI","False","False","True"
"す","す","verb","END","a","2","す","True","False","False"
"魚","ぎょ","noun","END","n","1","KANJI","False","False","True"
"問","もん","noun","d","START","0","KANJI","False","False","True"
"間","かん","noun","k","START","0","KANJI","False","False","True"
"華","か","noun","END","u","1","KANJI","False","False","True"
"医","い","noun","s","a","1","KANJI","False","False","True"
"か","か","verb","r","a","1","る","True","False","False"
"食","しょく","noun","m","START","0","KANJI","False","False","True"
"優","ゆう","noun","END","o","1","KANJI","False","False","True"
"習","しゅう","noun","END","n","1","KANJI","False","False","True"
"い","い","adjective","END","i","2","い","True","False","False"
"お","お","noun","s","START","0","り","True","False","False"
"響","きょう","noun","END","i","1","KANJI","False","False","True"
"知","ち","noun","s","START","0","KANJI","False","False","True"
"え","え","verb","t","u","1","る","True","False","False"
"別","べつ","noun","END","START","0","KANJI","True","True","True"
"貫","かん","noun","r","START","0","KANJI","False","False","True"
"丈","だけ","noun","END","START","0","KANJI","True","True","True"
"敢","あ","adjective","e","START","0","て","True","False","False"
"気","き","noun","h","START","0","KANJI","False","False","True"
"鋏","はさみ","noun","END","START","0","KANJI","True","True","True"
"衛","えい","noun","END","u","1","KANJI","False","False","True"
"床","とこ","noun","y","START","0","KANJI","False","False","True"
"背","せ","verb","o","START","0","う","True","False","False"
"覚","さ","verb","m","START","0","す","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"趣","しゅ","noun","m","START","0","KANJI","False","False","True"
"点","てん","noun","END","n","1","KANJI","False","False","True"
"ち","ち","noun","END","o","2","ち","True","False","False"
"ぶ","ぶ","verb","END","u","1","ぶ","True","False","False"
"栄","えい","noun","y","START","0","KANJI","False","False","True"
"ち","ち","verb","d","a","1","る","True","False","False"
"力","りょく","noun","END","u","1","KANJI","False","False","True"
"地","ち","noun","END","n","1","KANJI","False","False","True"
"せ","せ","verb","r","a","4","る","True","False","False"
"扱","あつか","verb","u","START","0","う","True","False","False"
"土","ど","noun","s","START","0","KANJI","False","False","True"
"誤","ご","noun","s","START","0","KANJI","False","False","True"
"木","き","noun","w","START","0","KANJI","False","False","True"
"筋","すじ","noun","END","a","1","KANJI","False","False","True"
"頭","あたま","noun","END","START","0","KANJI","True","True","True"
"に","に","adjective","END","o","1","に","True","False","False"
"か","か","noun","END","a","2","か","True","False","False"
"績","せき","noun","END","u","1","KANJI","False","False","True"
"ぼ","ぼ","verb","s","o","1","す","True","False","False"
"隠","かく","verb","s","START","0","す","True","False","False"
"手","しゅ","noun","END","u","1","KANJI","False","False","True"
"受","う","verb","k","i","2","る","True","False","False"
"鈍","にぶ","adjective","i","START","0","い","True","False","False"
"合","あ","verb","u","i","2","う","True","False","False"
"周","しゅう","noun","END","START","0","KANJI","True","True","True"
"約","やく","noun","END","o","1","KANJI","False","False","True"
"い","い","noun","i","START","0","KANJI","True","False","False"
"阻","はば","verb","m","START","0","む","True","False","False"
"て","て","expression","END","i","4","て","True","False","False"
"腹","はら","noun","d","START","0","ち","True","False","False"
"吉","きつ","noun","END","u","1","KANJI","False","False","True"
"ぽ","ぽ","noun","END","u","2","ぽ","True","False","False"
"し","し","adjective","i","u","2","い","True","False","False"
"基","き","noun","k","START","0","KANJI","False","False","True"
"光","こう","noun","t","i","1","KANJI","False","False","True"
"打","う","verb","c","START","0","る","True","False","False"
"害","がい","noun","END","n","1","KANJI","False","False","True"
"実","じつ","noun","END","u","1","KANJI","False","False","True"
"世","せ","noun","r","START","0","KANJI","False","False","True"
"け","け","-fix","END","a","1","け","True","False","False"
"け","け","noun","END","a","2","け","True","False","False"
"溶","よう","noun","e","START","0","KANJI","False","False","True"
"自","じ","noun","s","START","0","KANJI","False","False","True"
"旨","し","noun","END","u","1","KANJI","False","False","True"
"領","りょう","noun","c","START","0","KANJI","False","False","True"
"閉","し","verb","m","START","0","る","True","False","False"
"無","む","noun","j","START","0","KANJI","False","False","True"
"歌","か","noun","END","n","1","KANJI","False","False","True"
"ね","ね","verb","r","a","1","る","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"帰","かえ","verb","s","START","0","す","True","False","False"
"俳","はい","noun","y","START","0","KANJI","False","False","True"
"品","じな","noun","END","e","1","KANJI","False","False","True"
"窮","きゅう","noun","b","START","0","KANJI","False","False","True"
"血","けつ","noun","e","START","0","KANJI","False","False","True"
"提","てい","noun","k","START","0","KANJI","False","False","True"
"速","そく","noun","END","a","1","KANJI","False","False","True"
"割","わり","noun","END","n","2","KANJI","False","False","True"
"輪","わ","noun","END","START","0","KANJI","True","True","True"
"日","か","noun","END","o","1","KANJI","False","False","True"
"り","り","noun","END","i","3","り","True","False","False"
"い","い","noun","m","a","1","KANJI","True","False","False"
"隔","へだ","verb","t","START","0","る","True","False","False"
"面","めん","noun","END","u","1","KANJI","False","False","True"
"進","しん","noun","END","i","1","KANJI","False","False","True"
"す","す","verb","END","e","1","す","True","False","False"
"滞","たい","noun","n","START","0","KANJI","False","False","True"
"句","く","noun","END","a","1","KANJI","False","False","True"
"い","い","noun","END","a","2","い","True","False","False"
"ら","ら","adjective","s","u","1","い","True","False","False"
"葉","は","noun","g","START","0","KANJI","False","False","True"
"え","え","verb","r","a","2","る","True","False","False"
"真","ま","noun","n","START","0","KANJI","True","False","False"
"目","もく","noun","r","START","0","KANJI","False","False","True"
"霧","きり","noun","END","START","0","KANJI","True","True","True"
"打","ぶ","verb","t","START","0","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"る","る","verb","END","u","3","る","True","False","False"
"紙","がみ","noun","END","i","2","KANJI","True","False","False"
"い","い","noun","END","o","2","い","True","False","False"
"最","もっと","adjective","m","START","0","も","True","False","False"
"歩","ぽ","noun","END","n","1","KANJI","False","False","True"
"抜","ばつ","noun","END","i","1","KANJI","False","False","True"
"派","は","noun","k","START","0","KANJI","False","False","True"
"目","もく","noun","END","u","1","KANJI","False","False","True"
"子","こ","noun","END","n","1","KANJI","False","False","True"
"聞","き","verb","k","START","0","る","True","False","False"
"確","かく","noun","h","START","0","KANJI","False","False","True"
"店","てん","noun","END","o","1","KANJI","False","False","True"
"削","さく","noun","j","START","0","KANJI","False","False","True"
"ま","ま","verb","r","a","1","る","True","False","False"
"く","く","verb","END","a","1","く","True","False","False"
"酷","こく","noun","END","i","1","KANJI","False","False","True"
"荒","あ","verb","r","START","0","す","True","False","False"
"性","せい","noun","END","n","1","KANJI","False","False","True"
"り","り","noun","a","i","1","い","True","False","False"
"嬢","じょう","noun","s","o","1","ん","True","False","False"
"交","こう","noun","END","a","1","KANJI","False","False","True"
"る","る","verb","END","i","1","る","True","False","False"
"う","う","adjective","i","a","1","い","True","False","False"
"師","し","noun","END","u","1","KANJI","False","False","True"
"強","きょう","noun","k","START","0","KANJI","False","False","True"
"上","のぼ","verb","r","START","0","る","True","False","False"
"水","すい","noun","END","n","1","KANJI","False","False","True"
"感","かん","noun","s","START","0","KANJI","False","False","True"
"車","しゃ","noun","END","n","2","KANJI","False","False","True"
"て","て","adjective","END","e","2","て","True","False","False"
"仕","し","noun","k","START","0","KANJI","False","False","True"
"通","つう","noun","END","u","1","KANJI","False","False","True"
"よ","よ","expression","r","i","1","り","True","False","False"
"刊","かん","noun","END","u","1","KANJI","False","False","True"
"る","る","verb","END","a","4","る","True","False","False"
"直","ちょく","noun","r","START","0","KANJI","False","False","True"
"事","じ","noun","END","u","1","KANJI","False","False","True"
"駆","か","noun","k","START","0","KANJI","True","False","False"
"け","け","noun","i","u","1","れ","True","False","False"
"閉","へい","noun","s","START","0","KANJI","False","False","True"
"的","てき","noun","END","u","1","KANJI","False","False","True"
"済","す","verb","m","START","0","む","True","False","False"
"世","せ","noun","j","o","1","KANJI","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"断","だん","noun","s","START","0","KANJI","False","False","True"
"対","たい","noun","END","n","1","KANJI","False","False","True"
"山","さん","noun","r","START","0","KANJI","False","False","True"
"い","い","adjective","END","a","1","い","True","False","False"
"更","ふ","verb","k","START","0","る","True","False","False"
"面","めん","noun","END","a","1","KANJI","False","False","True"
"弁","べん","noun","t","o","1","KANJI","True","False","False"
"輸","ゆ","noun","END","n","1","KANJI","False","False","True"
"戦","いくさ","-fix","END","START","0","KANJI","True","True","True"
"ず","ず","verb","r","u","1","る","True","False","False"
"害","がい","noun","END","i","1","KANJI","False","False","True"
"滅","ほろ","verb","b","START","0","す","True","False","False"
"暮","く","noun","r","START","0","れ","True","False","False"
"貨","か","noun","END","i","1","KANJI","False","False","True"
"絹","きぬ","noun","END","START","0","KANJI","True","True","True"
"留","りゅう","noun","g","START","0","KANJI","False","False","True"
"る","る","verb","END","a","2","る","True","False","False"
"豊","ゆた","noun","k","START","0","か","True","False","False"
"信","しん","noun","n","START","0","KANJI","False","False","True"
"取","と","verb","r","START","0","る","True","False","False"
"連","れん","noun","k","START","0","KANJI","False","False","True"
"の","の","noun","k","a","1","KANJI","True","False","False"
"夜","や","noun","k","START","0","KANJI","False","False","True"
"払","はら","verb","i","START","0","む","True","False","False"
"鯨","げい","noun","END","o","1","KANJI","False","False","True"
"潔","けつ","noun","END","i","1","KANJI","False","False","True"
"田","でん","noun","END","i","1","KANJI","False","False","True"
"む","む","verb","END","u","1","む","True","False","False"
"膨","ふく","verb","r","START","0","す","True","False","False"
"和","わ","noun","END","n","1","KANJI","False","False","True"
"軍","ぐん","noun","END","START","0","KANJI","True","True","True"
"識","しき","noun","END","u","1","KANJI","False","False","True"
"沸","わ","verb","k","START","0","す","True","False","False"
"る","る","verb","END","e","4","る","True","False","False"
"下","くだ","noun","r","START","0","り","True","False","False"
"退","たい","noun","k","START","0","KANJI","False","False","True"
"ぎ","ぎ","noun","END","u","2","ぎ","True","False","False"
"当","あ","noun","t","START","0","KANJI","True","False","False"
"珍","めずら","adjective","s","START","0","い","True","False","False"
"比","ひ","noun","r","START","0","KANJI","False","False","True"
"む","む","verb","END","a","1","む","True","False","False"
"片","へん","noun","END","a","1","KANJI","False","False","True"
"め","め","verb","r","a","1","る","True","False","False"
"立","た","verb","t","i","2","る","True","False","False"
"す","す","verb","END","u","2","す","True","False","False"
"む","む","verb","END","i","2","む","True","False","False"
"宙","ちゅう","noun","g","START","0","り","True","False","False"
"計","けい","noun","END","i","1","KANJI","False","False","True"
"節","せつ","noun","END","u","1","KANJI","False","False","True"
"す","す","verb","END","e","1","す","True","False","False"
"一","いち","noun","b","START","0","KANJI","False","False","True"
"模","も","noun","s","START","0","KANJI","False","False","True"
"字","じ","noun","END","e","2","KANJI","True","False","False"
"煙","えん","noun","END","n","1","KANJI","False","False","True"
"回","かい","noun","s","START","0","KANJI","False","False","True"
"す","す","verb","END","a","2","す","True","False","False"
"登","とう","noun","k","START","0","KANJI","False","False","True"
"印","いん","noun","k","START","0","KANJI","False","False","True"
"付","つ","verb","k","START","0","る","True","False","False"
"自","じ","noun","s","START","0","KANJI","False","False","True"
"け","け","noun","END","a","3","け","True","False","False"
"負","ぶ","noun","END","u","1","KANJI","False","False","True"
"切","き","verb","r","i","1","る","True","False","False"
"一","いち","noun","m","START","0","KANJI","False","False","True"
"科","か","noun","g","n","2","KANJI","False","False","True"
"切","せつ","noun","END","n","1","KANJI","False","False","True"
"公","こう","noun","e","START","0","KANJI","False","False","True"
"る","る","verb","END","u","1","る","True","False","False"
"中","ちゅう","noun","k","START","0","KANJI","False","False","True"
"字","じ","noun","END","o","1","KANJI","False","False","True"
"館","かん","noun","END","i","1","KANJI","False","False","True"
"る","る","verb","END","u","2","る","True","False","False"
"っ","っ","noun","s","a","1","KANJI","True","False","False"
"語","ご","noun","k","START","0","KANJI","False","False","True"
"強","きょう","noun","k","START","0","KANJI","False","False","True"
"技","ぎ","noun","j","START","0","KANJI","False","False","True"
"え","え","noun","END","a","1","え","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"む","む","verb","END","u","1","む","True","False","False"
"例","たと","verb","e","START","0","る","True","False","False"
"西","にし","noun","END","START","0","KANJI","True","True","True"
"す","す","verb","END","a","3","す","True","False","False"
"放","ほう","verb","r","START","0","る","True","False","False"
"安","あん","noun","i","START","0","KANJI","False","False","True"
"死","し","noun","END","i","1","KANJI","False","False","True"
"れ","れ","verb","r","a","1","る","True","False","False"
"予","よ","noun","b","START","0","KANJI","False","False","True"
"積","つ","verb","m","START","0","る","True","False","False"
"請","こ","verb","u","START","0","う","True","False","False"
"売","ばい","noun","END","u","1","KANJI","False","False","True"
"済","さい","noun","END","n","1","KANJI","False","False","True"
"実","じつ","noun","END","u","1","KANJI","False","False","True"
"非","ひ","adjective","t","e","1","も","True","False","False"
"利","り","noun","k","START","0","KANJI","False","False","True"
"慣","な","verb","r","START","0","る","True","False","False"
"待","ま","verb","t","START","0","つ","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"い","い","adjective","END","u","1","い","True","False","False"
"ぐ","ぐ","verb","END","u","1","ぐ","True","False","False"
"り","り","noun","END","a","2","り","True","False","False"
"業","ぎょう","noun","END","u","1","KANJI","False","False","True"
"評","ひょう","noun","r","START","0","KANJI","False","False","True"
"正","せい","noun","m","START","0","KANJI","False","False","True"
"更","ふ","noun","k","o","1","し","True","False","False"
"序","じょ","noun","END","u","1","KANJI","False","False","True"
"康","こう","noun","END","n","1","KANJI","False","False","True"
"伝","でん","noun","t","START","0","KANJI","False","False","True"
"侮","ぶ","noun","j","START","0","KANJI","False","False","True"
"回","かい","noun","r","START","0","KANJI","False","False","True"
"う","う","verb","END","o","1","う","True","False","False"
"物","ぶつ","noun","END","n","1","KANJI","False","False","True"
"余","よ","noun","b","START","0","KANJI","False","False","True"
"じ","じ","verb","r","u","1","る","True","False","False"
"長","なが","verb","b","START","0","く","True","False","False"
"主","しゅ","noun","d","START","0","KANJI","False","False","True"
"備","び","noun","END","u","1","KANJI","False","False","True"
"煩","うるさ","noun","i","START","0","い","True","False","False"
"明","めい","noun","END","n","1","KANJI","False","False","True"
"査","さ","noun","END","n","1","KANJI","False","False","True"
"酷","ひど","adjective","i","START","0","い","True","False","False"
"診","しん","noun","r","START","0","KANJI","False","False","True"
"因","いん","noun","END","n","1","KANJI","False","False","True"
"聞","き","verb","k","START","0","く","True","False","False"
"算","さん","noun","END","i","1","KANJI","False","False","True"
"頼","たの","-fix","m","START","0","み","True","False","False"
"者","じゃ","noun","END","n","1","KANJI","False","False","True"
"困","こん","noun","n","START","0","KANJI","False","False","True"
"記","き","noun","s","START","0","KANJI","False","False","True"
"く","く","verb","END","u","1","く","True","False","False"
"る","る","verb","END","i","1","る","True","False","False"
"華","はな","noun","y","START","0","か","True","False","False"
"送","そう","noun","b","START","0","KANJI","False","False","True"
"団","とん","noun","END","u","2","KANJI","False","False","True"
"む","む","verb","END","a","1","む","True","False","False"
"坊","ぼう","noun","s","START","0","ん","True","False","False"
"農","のう","noun","s","START","0","KANJI","False","False","True"
"亡","ぼう","noun","END","i","1","KANJI","False","False","True"
"衣","い","noun","s","START","0","KANJI","False","False","True"
"り","り","noun","END","a","3","り","True","False","False"
"棚","たな","noun","END","START","0","KANJI","True","True","True"
"区","く","noun","END","START","0","KANJI","True","True","True"
"り","り","noun","END","a","2","り","True","False","False"
"乾","かわ","verb","k","START","0","す","True","False","False"
"蔵","ぞう","noun","s","START","0","KANJI","False","False","True"
"嚏","くしゃみ","noun","END","START","0","KANJI","True","True","True"
"い","い","adjective","END","i","2","い","True","False","False"
"指","ゆび","noun","END","i","1","KANJI","False","False","True"
"し","し","adjective","i","a","1","い","True","False","False"
"前","ぜん","noun","END","u","1","KANJI","False","False","True"
"ら","ら","adjective","k","o","1","く","True","False","False"
"表","ひょう","noun","END","u","2","KANJI","False","False","True"
"戦","せん","noun","j","START","0","KANJI","False","False","True"
"通","つう","noun","r","START","0","KANJI","False","False","True"
"濡","ぬ","verb","r","START","0","る","True","False","False"
"駄","だ","noun","s","START","0","KANJI","False","False","True"
"ま","ま","verb","r","u","1","る","True","False","False"
"缶","かん","noun","END","START","0","KANJI","True","True","True"
"怒","いか","noun","r","START","0","り","True","False","False"
"無","む","adjective","y","START","0","に","True","False","False"
"満","まん","-fix","END","i","1","KANJI","False","False","True"
"す","す","verb","END","o","1","す","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"中","ちゅう","noun","END","i","1","KANJI","False","False","True"
"奥","おく","noun","END","START","0","KANJI","True","True","True"
"立","りつ","noun","END","u","1","KANJI","False","False","True"
"き","き","noun","END","a","2","き","True","False","False"
"間","あいだ","noun","END","START","0","KANJI","True","True","True"
"委","い","noun","t","START","0","KANJI","False","False","True"
"地","ち","noun","END","i","1","KANJI","False","False","True"
"著","ちょ","noun","s","START","0","KANJI","False","False","True"
"先","せん","noun","d","START","0","て","True","False","False"
"図","ず","noun","k","START","0","KANJI","False","False","True"
"先","さき","noun","END","e","2","KANJI","True","False","False"
"付","つけ","noun","END","e","1","KANJI","False","False","True"
"分","ぶん","noun","END","i","1","KANJI","False","False","True"
"炊","すい","noun","j","START","0","KANJI","False","False","True"
"持","も","verb","t","e","2","つ","True","False","False"
"注","つ","verb","g","START","0","ぐ","True","False","False"
"損","そん","noun","g","START","0","KANJI","False","False","True"
"支","つか","verb","e","i","2","る","True","False","False"
"公","こう","noun","m","START","0","KANJI","False","False","True"
"朝","あさ","noun","n","START","0","KANJI","False","False","True"
"感","かん","noun","s","START","0","KANJI","False","False","True"
"向","こう","noun","END","i","1","KANJI","False","False","True"
"書","しょ","noun","END","o","1","KANJI","False","False","True"
"る","る","verb","END","e","2","る","True","False","False"
"呼","こ","noun","k","START","0","KANJI","False","False","True"
"一","いち","adjective","END","i","1","KANJI","False","False","True"
"工","こう","noun","g","START","0","KANJI","False","False","True"
"い","い","adjective","END","i","1","い","True","False","False"
"こ","こ","noun","n","START","0","KANJI","True","False","False"
"盛","さか","noun","n","START","0","ん","True","False","False"
"出","しゅつ","noun","END","u","1","KANJI","False","False","True"
"液","えき","noun","END","u","1","KANJI","False","False","True"
"普","ふ","noun","h","START","0","KANJI","False","False","True"
"通","どお","noun","r","o","1","り","True","False","False"
"会","かい","noun","END","i","1","KANJI","False","False","True"
"度","と","interjection","u","e","3","う","True","False","False"
"下","げ","noun","s","START","0","KANJI","False","False","True"
"入","にゅう","noun","s","START","0","KANJI","False","False","True"
"殺","さつ","noun","END","n","1","KANJI","False","False","True"
"祭","まつ","noun","r","o","1","り","True","False","False"
"該","がい","noun","t","START","0","KANJI","False","False","True"
"勝","まさ","verb","r","START","0","る","True","False","False"
"従","じゅう","noun","g","START","0","KANJI","False","False","True"
"後","ご","noun","END","i","1","KANJI","False","False","True"
"器","き","noun","y","START","0","KANJI","False","False","True"
"校","こう","noun","END","o","1","KANJI","False","False","True"
"灰","はい","noun","i","START","0","KANJI","False","False","True"
"弁","べん","noun","r","START","0","KANJI","False","False","True"
"荒","あら","adjective","x","START","0","い","True","False","False"
"億","おく","numeric","END","START","0","KANJI","True","True","True"
"会","かい","noun","s","START","0","KANJI","False","False","True"
"い","い","adjective","END","o","1","い","True","False","False"
"伝","でん","noun","k","START","0","KANJI","False","False","True"
"会","かい","noun","END","n","2","KANJI","False","False","True"
"皿","さら","noun","END","START","0","KANJI","True","True","True"
"判","はん","noun","t","START","0","KANJI","False","False","True"
"会","かい","noun","j","START","0","KANJI","False","False","True"
"指","ゆび","noun","END","START","0","KANJI","True","True","True"
"し","し","verb","m","u","1","る","True","False","False"
"又","また","conjunction","h","START","0","は","True","False","False"
"押","お","noun","s","START","0","れ","True","False","False"
"完","かん","noun","s","START","0","KANJI","False","False","True"
"名","な","noun","m","START","0","KANJI","False","False","True"
