"kanji","curPron","pos","nextPron","prevPron","curIndex","lastChar","onKun","oneChar","allKanji"
"首","くび","noun","k","START","0","り","True","False","False"
"飾","かざ","noun","r","i","1","り","True","False","False"
"り","り","noun","END","a","2","り","True","False","False"
"脅","きょう","noun","h","START","0","迫","False","False","True"
"迫","はく","noun","END","u","1","迫","False","False","True"
"整","ととの","verb","e","START","0","る","True","False","False"
"え","え","verb","r","o","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"口","くち","verb","z","START","0","む","True","False","False"
"ず","ず","verb","s","i","1","む","True","False","False"
"さ","さ","verb","m","u","2","む","True","False","False"
"む","む","verb","END","a","3","む","True","False","False"
"磁","じ","noun","k","START","0","気","False","False","True"
"気","き","noun","END","i","1","気","False","False","True"
"淡","たん","noun","s","START","0","水","False","False","True"
"水","すい","noun","END","n","1","水","False","False","True"
"模","も","noun","h","START","0","範","False","False","True"
"範","はん","noun","END","o","1","範","False","False","True"
"対","たい","noun","s","START","0","照","False","False","True"
"照","しょう","noun","END","i","1","照","False","False","True"
"隣","となり","noun","END","START","0","隣","True","True","True"
"家","か","noun","o","START","0","屋","False","False","True"
"屋","おく","noun","END","a","1","屋","False","False","True"
"類","るい","noun","s","START","0","推","False","False","True"
"推","すい","noun","END","i","1","推","False","False","True"
"改","かい","noun","s","START","0","正","False","False","True"
"正","せい","noun","END","i","1","正","False","False","True"
"尽","つ","verb","k","START","0","る","True","False","False"
"き","き","verb","r","u","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"各","かく","noun","c","START","0","地","False","False","True"
"地","ち","noun","END","u","1","地","False","False","True"
"敏","びん","noun","k","START","0","感","False","False","True"
"感","かん","noun","END","n","1","感","False","False","True"
"大","だい","noun","t","START","0","領","False","False","True"
"統","とう","noun","r","i","1","領","False","False","True"
"領","りょう","noun","END","u","2","領","False","False","True"
"感","かん","noun","s","START","0","触","False","False","True"
"触","しょく","noun","END","n","1","触","False","False","True"
"有","ゆう","noun","r","START","0","力","False","False","True"
"力","りょく","noun","END","u","1","力","False","False","True"
"主","しゅ","noun","e","START","0","演","False","False","True"
"演","えん","noun","END","u","1","演","False","False","True"
"転","てん","verb","j","START","0","る","True","False","False"
"じ","じ","verb","r","n","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"入","はい","verb","r","START","0","る","True","False","False"
"る","る","verb","END","i","1","る","True","False","False"
"締","し","verb","m","START","0","る","True","False","False"
"め","め","verb","r","i","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"産","さん","noun","g","START","0","後","False","False","True"
"後","ご","noun","END","n","1","後","False","False","True"
"変","か","verb","w","START","0","る","True","False","False"
"わ","わ","verb","r","a","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"掬","すく","verb","u","START","0","う","True","False","False"
"う","う","verb","END","u","1","う","True","False","False"
"産","さん","noun","k","START","0","休","False","False","True"
"休","きゅう","noun","END","n","1","休","False","False","True"
"道","どう","noun","t","START","0","徳","False","False","True"
"徳","とく","noun","END","u","1","徳","False","False","True"
"職","しょく","noun","i","START","0","員","False","False","True"
"員","いん","noun","END","u","1","員","False","False","True"
"轢","ひ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","i","1","く","True","False","False"
"高","こう","noun","k","START","0","生","False","False","True"
"校","こう","noun","s","u","1","生","False","False","True"
"生","せい","noun","END","u","2","生","False","False","True"
"追","つい","noun","h","START","0","放","False","False","True"
"放","ほう","noun","END","i","1","放","False","False","True"
"文","ぶん","noun","p","START","0","法","False","False","True"
"法","ぽう","noun","END","n","1","法","False","False","True"
"卒","そつ","noun","g","START","0","業","False","False","True"
"業","ぎょう","noun","END","u","1","業","False","False","True"
"旧","きゅう","noun","c","START","0","知","False","False","True"
"知","ち","noun","END","u","1","知","False","False","True"
"後","こう","noun","h","START","0","輩","False","False","True"
"輩","はい","noun","END","u","1","輩","False","False","True"
"区","く","noun","b","START","0","別","False","False","True"
"別","べつ","noun","END","u","1","別","False","False","True"
"事","じ","noun","m","START","0","務","False","False","True"
"務","む","noun","END","i","1","務","False","False","True"
"従","じゅう","noun","j","START","0","事","False","False","True"
"事","じ","noun","END","u","1","事","False","False","True"
"奨","しょう","noun","g","START","0","金","False","False","True"
"学","がく","noun","k","u","1","金","False","False","True"
"金","きん","noun","END","u","2","金","False","False","True"
"掃","は","verb","k","START","0","く","True","False","False"
"く","く","verb","END","a","1","く","True","False","False"
"不","ふ","noun","d","START","0","産","False","False","True"
"動","どう","noun","s","u","1","産","False","False","True"
"産","さん","noun","END","u","2","産","False","False","True"
"生","は","verb","e","START","0","る","True","False","False"
"え","え","verb","r","a","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"独","どく","noun","s","START","0","占","False","False","True"
"占","せん","noun","END","u","1","占","False","False","True"
"凝","こご","verb","r","START","0","る","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"委","い","noun","t","START","0","託","False","False","True"
"託","たく","noun","END","i","1","託","False","False","True"
"級","きゅう","noun","END","START","0","級","True","True","True"
"塾","じゅく","noun","END","START","0","塾","True","True","True"
"歯","は","noun","END","START","0","歯","True","True","True"
"外","がい","noun","k","START","0","貨","False","False","True"
"貨","か","noun","END","i","1","貨","False","False","True"
"現","げん","noun","d","START","0","代","False","False","True"
"代","だい","noun","END","n","1","代","False","False","True"
"顕","けん","noun","b","START","0","鏡","False","False","True"
"微","び","noun","k","n","1","鏡","False","False","True"
"鏡","きょう","noun","END","i","2","鏡","False","False","True"
"常","じょう","noun","s","START","0","識","False","False","True"
"識","しき","noun","END","u","1","識","False","False","True"
"習","しゅう","noun","j","START","0","字","False","False","True"
"字","じ","noun","END","u","1","字","False","False","True"
"屋","おく","noun","j","START","0","上","False","False","True"
"上","じょう","noun","END","u","1","上","False","False","True"
"加","か","noun","s","START","0","度","False","False","True"
"速","そく","noun","d","a","1","度","False","False","True"
"度","ど","noun","END","u","2","度","False","False","True"
"強","つよ","verb","m","START","0","る","True","False","False"
"ま","ま","verb","r","o","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"合","がっ","noun","c","START","0","致","False","False","True"
"致","ち","noun","END","u","1","致","False","False","True"
"熱","ねつ","noun","r","START","0","量","False","False","True"
"量","りょう","noun","END","u","1","量","False","False","True"
"先","せん","noun","t","START","0","頭","False","False","True"
"頭","とう","noun","END","n","1","頭","False","False","True"
"一","いち","noun","r","START","0","連","False","False","True"
"連","れん","noun","END","i","1","連","False","False","True"
"仮","か","noun","t","START","0","定","False","False","True"
"定","てい","noun","END","a","1","定","False","False","True"
"署","しょ","noun","m","START","0","名","False","False","True"
"名","めい","noun","END","o","1","名","False","False","True"
"贅","ぜい","noun","t","START","0","沢","False","False","True"
"沢","たく","noun","END","i","1","沢","False","False","True"
"独","どく","noun","s","START","0","身","False","False","True"
"身","しん","noun","END","u","1","身","False","False","True"
"家","か","noun","k","START","0","計","False","False","True"
"計","けい","noun","END","a","1","計","False","False","True"
"厳","げん","noun","m","START","0","密","False","False","True"
"密","みつ","noun","END","n","1","密","False","False","True"
"閉","へい","noun","k","START","0","会","False","False","True"
"会","かい","noun","END","i","1","会","False","False","True"
"孤","こ","noun","j","START","0","児","False","False","True"
"児","じ","noun","END","o","1","児","False","False","True"
"天","てん","noun","g","START","0","国","False","False","True"
"国","ごく","noun","END","n","1","国","False","False","True"
"使","つか","noun","i","START","0","道","True","False","False"
"い","い","noun","m","a","1","道","True","False","False"
"道","みち","noun","END","i","2","道","True","False","False"
"冊","さつ","noun","END","START","0","冊","True","True","True"
"弱","じゃく","noun","END","START","0","弱","True","True","True"
"火","か","noun","s","START","0","災","False","False","True"
"災","さい","noun","END","a","1","災","False","False","True"
"介","かい","noun","n","START","0","入","False","False","True"
"入","にゅう","noun","END","i","1","入","False","False","True"
"畜","ちく","noun","s","START","0","生","False","False","True"
"生","しょう","noun","END","u","1","生","False","False","True"
"暮","く","verb","r","START","0","る","True","False","False"
"れ","れ","verb","r","u","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"空","くう","noun","c","START","0","中","False","False","True"
"中","ちゅう","noun","END","u","1","中","False","False","True"
"選","せん","noun","s","START","0","手","False","False","True"
"手","しゅ","noun","END","n","1","手","False","False","True"
"気","き","noun","m","START","0","味","False","False","True"
"味","み","noun","END","i","1","味","False","False","True"
"人","じん","noun","b","START","0","物","False","False","True"
"物","ぶつ","noun","END","n","1","物","False","False","True"
"為","な","verb","s","START","0","す","True","False","False"
"す","す","verb","END","a","1","す","True","False","False"
"記","しる","verb","s","START","0","す","True","False","False"
"す","す","verb","END","u","1","す","True","False","False"
"取","と","verb","r","START","0","す","True","False","False"
"り","り","verb","m","o","1","す","True","False","False"
"戻","もど","verb","s","i","2","す","True","False","False"
"す","す","verb","END","o","3","す","True","False","False"
"伝","でん","noun","t","START","0","達","False","False","True"
"達","たつ","noun","END","n","1","達","False","False","True"
"頬","ほほ","noun","END","START","0","頬","True","True","True"
"染","そ","verb","m","START","0","る","True","False","False"
"ま","ま","verb","r","o","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"酸","さん","noun","s","START","0","素","False","False","True"
"素","そ","noun","END","n","1","素","False","False","True"
"上","じょう","noun","g","START","0","下","False","False","True"
"下","げ","noun","END","u","1","下","False","False","True"
"青","あお","adjective","i","START","0","い","True","False","False"
"い","い","adjective","END","o","1","い","True","False","False"
"保","ほ","noun","o","START","0","温","False","False","True"
"温","おん","noun","END","o","1","温","False","False","True"
"遠","えん","noun","s","START","0","足","False","False","True"
"足","そく","noun","END","n","1","足","False","False","True"
"道","どう","noun","g","START","0","具","False","False","True"
"具","ぐ","noun","END","u","1","具","False","False","True"
"布","ふ","noun","k","START","0","告","False","False","True"
"告","こく","noun","END","u","1","告","False","False","True"
"首","しゅ","noun","n","START","0","脳","False","False","True"
"脳","のう","noun","END","u","1","脳","False","False","True"
"降","こう","noun","s","START","0","水","False","False","True"
"水","すい","noun","END","u","1","水","False","False","True"
"狙","ねら","verb","u","START","0","う","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"製","せい","noun","h","START","0","品","False","False","True"
"品","ひん","noun","END","i","1","品","False","False","True"
"出","で","verb","m","START","0","る","True","False","False"
"迎","むか","verb","e","e","1","る","True","False","False"
"え","え","verb","r","a","2","る","True","False","False"
"る","る","verb","END","e","3","る","True","False","False"
"光","ひか","verb","r","START","0","る","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"望","のぞ","adjective","m","START","0","い","True","False","False"
"ま","ま","adjective","s","o","1","い","True","False","False"
"し","し","adjective","i","a","2","い","True","False","False"
"い","い","adjective","END","i","3","い","True","False","False"
"試","こころ","verb","m","START","0","る","True","False","False"
"み","み","verb","r","o","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"柵","さく","noun","END","START","0","柵","True","True","True"
"原","げん","noun","y","START","0","油","False","False","True"
"油","ゆ","noun","END","n","1","油","False","False","True"
"中","ちゅう","noun","s","START","0","世","False","False","True"
"世","せい","noun","END","u","1","世","False","False","True"
"領","りょう","noun","i","START","0","域","False","False","True"
"域","いき","noun","END","u","1","域","False","False","True"
"慕","した","verb","u","START","0","う","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"友","とも","noun","END","START","0","友","True","True","True"
"契","ちぎ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","i","1","る","True","False","False"
"特","とく","noun","b","START","0","別","False","False","True"
"別","べつ","noun","END","u","1","別","False","False","True"
"景","けい","noun","k","START","0","気","False","False","True"
"気","き","noun","END","i","1","気","False","False","True"
"目","め","noun","s","START","0","下","False","False","True"
"下","した","noun","END","e","1","下","False","False","True"
"議","ぎ","noun","d","START","0","題","False","False","True"
"題","だい","noun","END","i","1","題","False","False","True"
"就","つ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"当","あ","noun","t","START","0","て","True","False","False"
"て","て","noun","END","a","1","て","True","False","False"
"何","なに","pronoun","n","START","0","々","False","False","True"
"々","なに","pronoun","END","i","1","々","False","False","True"
"お","お","noun","k","START","0","金","True","False","False"
"金","かね","noun","END","o","1","金","True","False","False"
"国","こく","noun","y","START","0","有","False","False","True"
"有","ゆう","noun","END","u","1","有","False","False","True"
"恥","は","verb","j","START","0","う","True","False","False"
"じ","じ","verb","r","a","1","う","True","False","False"
"ら","ら","verb","u","i","2","う","True","False","False"
"う","う","verb","END","a","3","う","True","False","False"
"薄","うす","adjective","i","START","0","い","True","False","False"
"い","い","adjective","END","u","1","い","True","False","False"
"分","ぶん","noun","t","START","0","担","False","False","True"
"担","たん","noun","END","n","1","担","False","False","True"
"用","よう","noun","s","START","0","紙","False","False","True"
"紙","し","noun","END","u","1","紙","False","False","True"
"砂","じゃ","noun","r","START","0","利","False","False","True"
"利","り","noun","END","a","1","利","False","False","True"
"生","せい","noun","r","START","0","理","False","False","True"
"理","り","noun","END","i","1","理","False","False","True"
"流","りゅう","noun","t","START","0","通","False","False","True"
"通","つう","noun","END","u","1","通","False","False","True"
"筒","つつ","noun","END","START","0","筒","True","True","True"
"後","あと","noun","m","START","0","し","True","False","False"
"回","まわ","noun","s","o","1","し","True","False","False"
"し","し","noun","END","a","2","し","True","False","False"
"下","した","noun","j","START","0","地","False","False","True"
"地","じ","noun","END","a","1","地","False","False","True"
"利","り","noun","k","START","0","根","False","False","True"
"根","こん","noun","END","i","1","根","False","False","True"
"随","ずい","noun","h","START","0","筆","False","False","True"
"筆","ひつ","noun","END","i","1","筆","False","False","True"
"向","む","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"現","げん","noun","j","START","0","状","False","False","True"
"状","じょう","noun","END","n","1","状","False","False","True"
"恥","はじ","noun","END","START","0","恥","True","True","True"
"基","き","noun","s","START","0","礎","False","False","True"
"礎","そ","noun","END","i","1","礎","False","False","True"
"満","まん","noun","i","START","0","員","False","False","True"
"員","いん","noun","END","n","1","員","False","False","True"
"宿","しゅく","noun","m","START","0","命","False","False","True"
"命","めい","noun","END","u","1","命","False","False","True"
"実","じつ","noun","b","START","0","物","False","False","True"
"物","ぶつ","noun","END","u","1","物","False","False","True"
"満","み","verb","c","START","0","る","True","False","False"
"ち","ち","verb","r","i","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"長","ちょう","noun","k","START","0","官","False","False","True"
"官","かん","noun","END","u","1","官","False","False","True"
"域","いき","noun","g","START","0","外","False","False","True"
"外","がい","noun","END","i","1","外","False","False","True"
"回","かい","counter","END","START","0","回","True","True","True"
"農","のう","noun","c","START","0","地","False","False","True"
"地","ち","noun","END","u","1","地","False","False","True"
"不","ふ","noun","r","START","0","良","False","False","True"
"良","りょう","noun","END","u","1","良","False","False","True"
"薬","やく","noun","h","START","0","品","False","False","True"
"品","ひん","noun","END","u","1","品","False","False","True"
"給","きゅう","noun","r","START","0","料","False","False","True"
"料","りょう","noun","END","u","1","料","False","False","True"
"前","ぜん","noun","r","START","0","例","False","False","True"
"例","れい","noun","END","n","1","例","False","False","True"
"以","もっ","conjunction","t","START","0","て","True","False","False"
"て","て","conjunction","END","u","1","て","True","False","False"
"軍","ぐん","noun","k","START","0","艦","False","False","True"
"艦","かん","noun","END","n","1","艦","False","False","True"
"当","とう","noun","s","START","0","選","False","False","True"
"選","せん","noun","END","u","1","選","False","False","True"
"料","りょう","noun","END","START","0","料","True","True","True"
"必","ひつ","noun","j","START","0","品","False","False","True"
"需","じゅ","noun","h","u","1","品","False","False","True"
"品","ひん","noun","END","u","2","品","False","False","True"
"代","だい","noun","y","START","0","用","False","False","True"
"用","よう","noun","END","i","1","用","False","False","True"
"浮","う","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"機","き","noun","k","START","0","会","False","False","True"
"会","かい","noun","END","i","1","会","False","False","True"
"罹","かか","verb","r","START","0","る","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"卯","ぼう","noun","END","START","0","卯","True","True","True"
"戻","もど","verb","r","START","0","る","True","False","False"
"る","る","verb","END","o","1","る","True","False","False"
"運","うん","noun","p","START","0","搬","False","False","True"
"搬","ぱん","noun","END","n","1","搬","False","False","True"
"姓","せい","noun","m","START","0","名","False","False","True"
"名","めい","noun","END","i","1","名","False","False","True"
"続","つづ","verb","k","START","0","く","True","False","False"
"く","く","verb","END","u","1","く","True","False","False"
"前","まえ","noun","END","START","0","前","True","True","True"
"依","い","adjective","z","START","0","然","False","False","True"
"然","ぜん","adjective","END","i","1","然","False","False","True"
"破","は","noun","r","START","0","裂","False","False","True"
"裂","れつ","noun","END","a","1","裂","False","False","True"
"兼","けん","noun","g","START","0","業","False","False","True"
"業","ぎょう","noun","END","n","1","業","False","False","True"
"命","いのち","noun","END","START","0","命","True","True","True"
"財","ざい","noun","s","START","0","産","False","False","True"
"産","さん","noun","END","i","1","産","False","False","True"
"小","しょう","noun","g","START","0","生","False","False","True"
"学","がく","noun","s","u","1","生","False","False","True"
"生","せい","noun","END","u","2","生","False","False","True"
"割","わり","adverb","a","START","0","合","False","False","True"
"合","あい","adverb","END","i","1","合","False","False","True"
"頑","がん","noun","j","START","0","丈","False","False","True"
"丈","じょう","noun","END","n","1","丈","False","False","True"
"親","おや","noun","y","START","0","指","False","False","True"
"指","ゆび","noun","END","a","1","指","False","False","True"
"以","い","noun","n","START","0","内","False","False","True"
"内","ない","noun","END","i","1","内","False","False","True"
"近","ちか","noun","k","START","0","く","True","False","False"
"く","く","noun","END","a","1","く","True","False","False"
"生","しょう","verb","j","START","0","る","True","False","False"
"じ","じ","verb","r","u","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"照","て","verb","r","START","0","る","True","False","False"
"る","る","verb","END","e","1","る","True","False","False"
"崩","くず","verb","s","START","0","す","True","False","False"
"す","す","verb","END","u","1","す","True","False","False"
"泳","およ","verb","g","START","0","ぐ","True","False","False"
"ぐ","ぐ","verb","END","o","1","ぐ","True","False","False"
"面","めん","noun","k","START","0","会","False","False","True"
"会","かい","noun","END","n","1","会","False","False","True"
"土","と","noun","c","START","0","地","False","False","True"
"地","ち","noun","END","o","1","地","False","False","True"
"午","ご","noun","g","START","0","後","False","False","True"
"後","ご","noun","END","o","1","後","False","False","True"
"欲","ほ","adjective","s","START","0","い","True","False","False"
"し","し","adjective","i","o","1","い","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"刻","きざ","verb","m","START","0","む","True","False","False"
"む","む","verb","END","a","1","む","True","False","False"
"包","ほう","noun","t","START","0","帯","False","False","True"
"帯","たい","noun","END","u","1","帯","False","False","True"
"真","ま","noun","n","START","0","中","True","False","False"
"ん","ん","noun","n","a","1","中","True","False","False"
"中","なか","noun","END","n","2","中","True","False","False"
"学","まな","verb","b","START","0","ぶ","True","False","False"
"ぶ","ぶ","verb","END","a","1","ぶ","True","False","False"
"茶","ちゃ","noun","n","START","0","間","True","False","False"
"の","の","noun","m","a","1","間","True","False","False"
"間","ま","noun","END","o","2","間","True","False","False"
"野","や","noun","s","START","0","心","False","False","True"
"心","しん","noun","END","a","1","心","False","False","True"
"礼","れい","noun","g","START","0","儀","False","False","True"
"儀","ぎ","noun","END","i","1","儀","False","False","True"
"高","こう","noun","t","START","0","等","False","False","True"
"等","とう","noun","END","u","1","等","False","False","True"
"館","かん","noun","END","START","0","館","True","True","True"
"例","れい","noun","g","START","0","外","False","False","True"
"外","がい","noun","END","i","1","外","False","False","True"
"交","こう","noun","s","START","0","渉","False","False","True"
"渉","しょう","noun","END","u","1","渉","False","False","True"
"丸","まる","verb","m","START","0","る","True","False","False"
"め","め","verb","r","u","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"鉢","はち","noun","END","START","0","鉢","True","True","True"
"本","ほん","noun","d","START","0","棚","False","False","True"
"棚","だな","noun","END","n","1","棚","False","False","True"
"原","げん","noun","s","START","0","書","False","False","True"
"書","しょ","noun","END","n","1","書","False","False","True"
"腐","くさ","verb","r","START","0","る","True","False","False"
"る","る","verb","END","a","1","る","True","False","False"
"当","とう","noun","j","START","0","日","False","False","True"
"日","じつ","noun","END","u","1","日","False","False","True"
"七","なな","numeric","END","START","0","七","True","True","True"
"冷","ひ","verb","y","START","0","す","True","False","False"
"や","や","verb","k","i","1","す","True","False","False"
"か","か","verb","s","a","2","す","True","False","False"
"す","す","verb","END","a","3","す","True","False","False"
"国","こく","noun","r","START","0","連","False","False","True"
"連","れん","noun","END","u","1","連","False","False","True"
"爆","ばく","noun","d","START","0","弾","False","False","True"
"弾","だん","noun","END","u","1","弾","False","False","True"
"怪","あや","adjective","s","START","0","い","True","False","False"
"し","し","adjective","i","a","1","い","True","False","False"
"い","い","adjective","END","i","2","い","True","False","False"
"退","ど","verb","k","START","0","る","True","False","False"
"け","け","verb","r","o","1","る","True","False","False"
"る","る","verb","END","e","2","る","True","False","False"
"電","でん","noun","s","START","0","線","False","False","True"
"線","せん","noun","END","n","1","線","False","False","True"
"混","こん","noun","r","START","0","乱","False","False","True"
"乱","らん","noun","END","n","1","乱","False","False","True"
"契","けい","noun","y","START","0","約","False","False","True"
"約","やく","noun","END","i","1","約","False","False","True"
"民","みん","noun","k","START","0","間","False","False","True"
"間","かん","noun","END","n","1","間","False","False","True"
"起","お","verb","k","START","0","る","True","False","False"
"き","き","verb","r","o","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"成","な","verb","r","START","0","つ","True","False","False"
"り","り","verb","t","a","1","つ","True","False","False"
"立","た","verb","t","i","2","つ","True","False","False"
"つ","つ","verb","END","a","3","つ","True","False","False"
"遭","そう","noun","n","START","0","難","False","False","True"
"難","なん","noun","END","u","1","難","False","False","True"
"準","じゅん","noun","k","START","0","急","False","False","True"
"急","きゅう","noun","END","n","1","急","False","False","True"
"引","ひ","verb","k","START","0","る","True","False","False"
"き","き","verb","t","i","1","る","True","False","False"
"取","と","verb","r","i","2","る","True","False","False"
"る","る","verb","END","o","3","る","True","False","False"
"水","すい","noun","g","START","0","源","False","False","True"
"源","げん","noun","END","i","1","源","False","False","True"
"休","きゅう","noun","s","START","0","戦","False","False","True"
"戦","せん","noun","END","u","1","戦","False","False","True"
"歪","いが","verb","m","START","0","む","True","False","False"
"む","む","verb","END","a","1","む","True","False","False"
"詫","わ","verb","b","START","0","る","True","False","False"
"び","び","verb","r","a","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"腕","うで","noun","m","START","0","前","False","False","True"
"前","まえ","noun","END","e","1","前","False","False","True"
"日","ひ","noun","n","START","0","出","True","False","False"
"の","の","noun","d","i","1","出","True","False","False"
"出","で","noun","END","o","2","出","True","False","False"
"形","けい","noun","t","START","0","態","False","False","True"
"態","たい","noun","END","i","1","態","False","False","True"
"葉","は","suffix","END","START","0","葉","True","True","True"
"勤","つと","verb","m","START","0","る","True","False","False"
"ま","ま","verb","r","o","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"通","つう","noun","c","START","0","知","False","False","True"
"知","ち","noun","END","u","1","知","False","False","True"
"養","やしな","verb","u","START","0","う","True","False","False"
"う","う","verb","END","a","1","う","True","False","False"
"和","やわ","verb","r","START","0","る","True","False","False"
"ら","ら","verb","g","a","1","る","True","False","False"
"げ","げ","verb","r","a","2","る","True","False","False"
"る","る","verb","END","e","3","る","True","False","False"
"犯","おか","verb","s","START","0","す","True","False","False"
"す","す","verb","END","a","1","す","True","False","False"
"保","ほ","noun","b","START","0","母","False","False","True"
"母","ぼ","noun","END","o","1","母","False","False","True"
"強","きょう","noun","k","START","0","化","False","False","True"
"化","か","noun","END","u","1","化","False","False","True"
"水","すい","noun","k","START","0","気","False","False","True"
"気","き","noun","END","i","1","気","False","False","True"
"余","よ","noun","k","START","0","興","False","False","True"
"興","きょう","noun","END","o","1","興","False","False","True"
"土","ど","noun","b","START","0","木","False","False","True"
"木","ぼく","noun","END","o","1","木","False","False","True"
"風","ふう","noun","k","START","0","景","False","False","True"
"景","けい","noun","END","u","1","景","False","False","True"
"低","てい","noun","k","START","0","下","False","False","True"
"下","か","noun","END","i","1","下","False","False","True"
"方","ほう","noun","k","START","0","向","False","False","True"
"向","こう","noun","END","u","1","向","False","False","True"
"水","みず","noun","END","START","0","水","True","True","True"
"害","がい","verb","s","START","0","る","True","False","False"
"す","す","verb","r","i","1","る","True","False","False"
"る","る","verb","END","u","2","る","True","False","False"
"日","にち","noun","j","START","0","常","False","False","True"
"常","じょう","noun","END","i","1","常","False","False","True"
"莫","ばく","noun","d","START","0","大","False","False","True"
"大","だい","noun","END","u","1","大","False","False","True"
"利","り","noun","g","START","0","害","False","False","True"
"害","がい","noun","END","i","1","害","False","False","True"
"惑","わく","noun","s","START","0","星","False","False","True"
"星","せい","noun","END","u","1","星","False","False","True"
"労","ろう","noun","r","START","0","力","False","False","True"
"力","りょく","noun","END","u","1","力","False","False","True"
"花","はな","noun","y","START","0","嫁","False","False","True"
"嫁","よめ","noun","END","a","1","嫁","False","False","True"
"西","せい","noun","r","START","0","暦","False","False","True"
"暦","れき","noun","END","i","1","暦","False","False","True"
"完","かん","noun","p","START","0","璧","False","False","True"
"璧","ぺき","noun","END","n","1","璧","False","False","True"
"眼","がん","noun","k","START","0","科","False","False","True"
"科","か","noun","END","n","1","科","False","False","True"
"野","や","noun","s","START","0","菜","False","False","True"
"菜","さい","noun","END","a","1","菜","False","False","True"
"一","ひと","noun","i","START","0","息","False","False","True"
"息","いき","noun","END","o","1","息","False","False","True"
"禁","きん","verb","j","START","0","る","True","False","False"
"じ","じ","verb","r","n","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"昼","ひる","noun","y","START","0","み","True","False","False"
"休","やす","noun","m","u","1","み","True","False","False"
"み","み","noun","END","u","2","み","True","False","False"
"近","きん","noun","j","START","0","所","False","False","True"
"所","じょ","noun","END","n","1","所","False","False","True"
"読","よ","verb","m","START","0","む","True","False","False"
"む","む","verb","END","o","1","む","True","False","False"
"指","さし","noun","z","START","0","図","False","False","True"
"図","ず","noun","END","i","1","図","False","False","True"
"絵","かい","noun","g","START","0","画","False","False","True"
"画","が","noun","END","i","1","画","False","False","True"
"実","じつ","noun","g","START","0","現","False","False","True"
"現","げん","noun","END","u","1","現","False","False","True"
"財","さい","noun","f","START","0","布","False","False","True"
"布","ふ","noun","END","i","1","布","False","False","True"
"嚏","くしゃみ","noun","END","START","0","嚏","True","True","True"
"猛","もう","noun","r","START","0","烈","False","False","True"
"烈","れつ","noun","END","u","1","烈","False","False","True"
"嵩","かさ","verb","b","START","0","る","True","False","False"
"張","ば","verb","r","a","1","る","True","False","False"
"る","る","verb","END","a","2","る","True","False","False"
"置","お","verb","k","START","0","く","True","False","False"
"く","く","verb","END","o","1","く","True","False","False"
"普","ふ","noun","h","START","0","遍","False","False","True"
"遍","へん","noun","END","u","1","遍","False","False","True"
"弁","べん","noun","k","START","0","解","False","False","True"
"解","かい","noun","END","n","1","解","False","False","True"
"井","い","noun","d","START","0","戸","False","False","True"
"戸","ど","noun","END","i","1","戸","False","False","True"
"墜","つい","noun","r","START","0","落","False","False","True"
"落","らく","noun","END","i","1","落","False","False","True"
"仕","し","verb","k","START","0","る","True","False","False"
"切","き","verb","r","i","1","る","True","False","False"
"る","る","verb","END","i","2","る","True","False","False"
"沿","えん","noun","g","START","0","岸","False","False","True"
"岸","がん","noun","END","n","1","岸","False","False","True"
"蹴","け","verb","t","START","0","す","True","False","False"
"飛","と","verb","b","e","1","す","True","False","False"
"ば","ば","verb","s","o","2","す","True","False","False"
"す","す","verb","END","a","3","す","True","False","False"
"承","しょう","noun","c","START","0","知","False","False","True"
"知","ち","noun","END","u","1","知","False","False","True"
"心","しん","noun","r","START","0","理","False","False","True"
